13,0.006593,0.006595,0.006595,0.008198,0.009395,0.009395,3.514937,3.515351,3.515351,0.000000,
1,0.006528,0.006529,0.006529,0.007640,0.007699,0.007699,3.514815,3.515185,3.515185,0.000000,
12,0.006542,0.006544,0.006544,0.007660,0.007721,0.007722,3.514856,3.515428,3.515428,0.000000,

0,0.006449,0.006660,0.006687,0.007310,0.009347,0.009347,3.514684,3.515606,3.515606,0.000000,
6,0.006609,0.006610,0.006610,0.009840,0.010328,0.010328,3.632875,3.633790,3.633790,0.000000,

14,0.007011,0.007013,0.007013,0.010255,0.012165,0.012166,3.633058,3.636022,3.636022,0.000000,
4,0.006977,0.006978,0.006979,0.009100,0.009236,0.009237,3.632631,3.635615,3.635615,0.000000,

0,0.006879,0.007483,0.007650,0.008574,0.011617,0.011618,3.632482,3.636059,3.636059,0.000000,
11,0.006808,0.006810,0.006810,0.009672,0.010821,0.010822,3.635827,3.636213,3.636213,0.000000,
12,0.006726,0.006728,0.006728,0.009476,0.011428,0.011428,3.636197,3.637626,3.637626,0.000000,
0,0.006607,0.007207,0.007271,0.008194,0.015221,0.015222,3.635667,3.638572,3.638572,0.000000,
15,0.006486,0.006488,0.006488,0.010572,0.147697,0.147697,3.651242,3.652162,3.652162,0.000000,5,0.006925,0.006927,0.006927,0.009544,0.010019,0.010019,3.650989,3.651666,3.651666,0.000000,

10,0.006717,0.006719,0.006719,0.009608,0.010986,0.010986,3.651146,3.653638,3.653638,0.000000,12,0.006640,0.006642,0.006642,0.009776,0.011540,0.011540,3.651218,3.654151,3.654151,0.000000,
0,0.006882,0.007512,0.007576,0.008530,0.011510,0.011510,3.650786,3.653939,3.653939,0.000000,
15,0.000879,0.000881,0.000881,0.011548,0.018646,0.018647,4.204475,4.204498,4.204498,0.000000,
4,0.004547,0.004548,0.004548,0.012042,0.012212,0.012213,4.204965,4.206096,4.206096,0.000000,

5,0.004544,0.004545,0.004545,0.012109,0.012511,0.012512,4.204659,4.204998,4.204998,0.000000,

6,0.004566,0.004567,0.004567,0.012547,0.013011,0.013012,4.204929,4.205707,4.205707,0.000000,
0,0.004534,0.005174,0.005238,0.011317,0.018345,0.018345,4.204644,4.210660,4.210661,0.000000,

