14,0.000617,0.000620,0.000621,0.029884,0.078239,0.078241,2.471512,2.471952,2.471952,0.000000,
2,0.001352,0.001357,0.001358,0.030297,0.030324,0.030325,2.471841,2.472149,2.472149,0.000000,

10,0.001924,0.001928,0.001929,0.028266,0.052095,0.052097,2.469868,2.470608,2.470608,0.000000,
25,0.003917,0.003923,0.003923,0.037164,0.280335,0.280336,2.467372,2.469540,2.469540,0.000000,
34,0.003957,0.003961,0.003961,0.037449,0.318370,0.318371,2.467333,2.470312,2.470312,0.000000,
40,0.003707,0.003710,0.003711,0.038065,0.343426,0.343426,2.468163,2.471543,2.471543,0.000000,
23,0.003543,0.003547,0.003548,0.036789,0.271083,0.271084,2.467307,2.481286,2.481286,0.000000,
56,0.002243,0.002247,0.002247,0.029298,0.407437,0.407437,2.470948,2.484692,2.484692,0.000000,
16,0.001433,0.001437,0.001437,0.040644,0.084010,0.084010,2.471468,2.485488,2.485488,0.000000,
4,0.001273,0.001276,0.001277,0.030225,0.030424,0.030425,2.471914,2.487597,2.487597,0.000000,
0,0.001416,0.001580,0.001606,0.030192,0.436240,0.436240,2.471915,2.487624,2.487625,0.000000,
52,0.002697,0.002701,0.002702,0.062527,0.199046,0.199047,2.339085,2.339666,2.339666,0.000000,
46,0.003185,0.003187,0.003189,0.061748,0.174202,0.174202,2.338638,2.338672,2.338672,0.000000,
9,0.002482,0.002485,0.002486,0.047371,0.072419,0.072420,2.339316,2.339744,2.339745,0.000000,

51,0.002562,0.002567,0.002567,0.062867,0.196177,0.196177,2.339127,2.339579,2.339579,0.000000,
24,0.002490,0.002492,0.002493,0.054049,0.111588,0.111588,2.339498,2.348398,2.348398,0.000000,
16,0.002524,0.002528,0.002528,0.047435,0.091580,0.091581,2.339380,2.348304,2.348304,0.000000,
0,0.002562,0.002729,0.002763,0.047722,0.233334,0.233336,2.339724,2.349157,2.349160,0.000000,

59,0.002112,0.002117,0.002117,0.018309,0.234662,0.234664,2.404023,2.405454,2.405455,0.000000,641,0.002493,0.002497,0.002498,0.015222,0.133752,0.133752,2.400243,2.403601,2.403602,0.000000,
16,0.000459,0.000463,0.000464,0.016684,0.017969,0.017970,2.402251,2.405886,2.405886,0.000000,
40,0.000579,0.000583,0.000584,0.015568,0.130299,0.130300,2.400771,2.408194,2.408195,0.000000,
48,0.002129,0.002135,0.002136,0.018198,0.191106,0.191107,2.404010,2.429644,2.429645,0.000000,
0,0.002331,0.002491,0.002515,0.020471,0.253076,0.253077,2.406441,2.432139,2.432139,0.000000,
25,0.004343,0.004347,0.004347,0.031388,0.033504,0.033505,2.184369,2.186721,2.186721,0.000000,
9,0.004358,0.004366,0.004367,0.030587,0.031469,0.031469,2.184211,2.186407,2.186408,0.000000,

0,0.004655,0.004797,0.004820,0.030046,0.163019,0.163020,2.184065,2.187317,2.187318,0.000000,
48,0.003056,0.003061,0.003062,0.054647,0.152544,0.152546,2.288012,2.290342,2.290342,0.000000,
7,0.019345,0.019355,0.019356,0.042427,0.042948,0.042949,2.274339,2.276964,2.276964,0.000000,

0,0.019868,0.020259,0.020310,0.041258,0.219919,0.219921,2.274668,2.277899,2.277900,0.000000,
