num_cities,num_procs,speed,num_cores,CPU,length,route
14,6,9.132133,1,Cluster,1760.101989,0 1 9 10 5 7 11 8 3 4 6 2 12 13 
14,7,7.396429,1,Cluster,1760.101989,0 1 9 10 5 7 11 8 3 4 6 2 12 13 
13,1,0.843055,4,Cluster,1760.045085,0 12 2 6 4 3 8 11 7 5 10 9 1 
15,5,6.118878,64,Cluster,1878.128785,0 1 9 10 5 7 11 8 3 4 6 2 12 13 14 
14,1,1.981079,2,Cluster,1760.101989,0 13 12 2 6 4 3 8 11 7 5 10 9 1 
14,2,3.012981,2,Cluster,1760.101989,0 1 9 10 5 7 11 8 3 4 6 2 12 13 
14,3,2.579570,2,Cluster,1760.101989,0 1 9 10 5 7 11 8 3 4 6 2 12 13 
15,1,6.816392,1,Cluster,1878.128785,0 14 13 12 2 6 4 3 8 11 7 5 10 9 1 
14,4,4.073343,2,Cluster,1760.101989,0 1 9 10 5 7 11 8 3 4 6 2 12 13 
16,4,149.314429,1,Cluster,1878.164442,0 14 13 12 2 6 4 3 8 11 7 15 5 10 9 1 
14,16,12.039487,1,Cluster,1760.101989,0 1 9 10 5 7 11 8 3 4 6 2 12 13 
15,6,9.493566,64,Cluster,1878.128785,0 1 9 10 5 7 11 8 3 4 6 2 12 13 14 
14,32,9.493657,1,Cluster,1760.101989,0 1 9 10 5 7 11 8 3 4 6 2 12 13 
14,64,9.826252,1,Cluster,1760.101989,0 1 9 10 5 7 11 8 3 4 6 2 12 13 
14,5,5.520336,2,Cluster,1760.101989,0 1 9 10 5 7 11 8 3 4 6 2 12 13 
16,9,126.278286,4,Cluster,1878.164442,0 14 13 12 2 6 4 3 8 11 7 15 5 10 9 1 
16,10,72.826904,16,Cluster,1878.164442,0 14 13 12 2 6 4 3 8 11 7 15 5 10 9 1 
14,7,3.361319,2,Cluster,1760.101989,0 1 9 10 5 7 11 8 3 4 6 2 12 13 
14,6,5.202871,2,Cluster,1760.101989,0 1 9 10 5 7 11 8 3 4 6 2 12 13 
16,3,30.283936,32,Cluster,1878.164442,0 14 13 12 2 6 4 3 8 11 7 15 5 10 9 1 
16,10,127.468493,4,Cluster,1878.164442,0 14 13 12 2 6 4 3 8 11 7 15 5 10 9 1 
13,7,1.612885,4,Cluster,1760.045085,0 1 9 10 5 7 11 8 3 4 6 2 12 
16,16,141.117206,2,Cluster,1878.164442,0 14 13 12 2 6 4 3 8 11 7 15 5 10 9 1 
13,9,1.529064,4,Cluster,1760.045085,0 1 9 10 5 7 11 8 3 4 6 2 12 
14,8,22.063119,1,Cluster,1760.101989,0 1 9 10 5 7 11 8 3 4 6 2 12 13 
16,9,78.807208,16,Cluster,1878.164442,0 14 13 12 2 6 4 3 8 11 7 15 5 10 9 1 
14,9,22.260082,1,Cluster,1760.101989,0 1 9 10 5 7 11 8 3 4 6 2 12 13 
14,10,20.991587,1,Cluster,1760.101989,0 1 9 10 5 7 11 8 3 4 6 2 12 13 
13,10,1.386642,4,Cluster,1760.045085,0 1 9 10 5 7 11 8 3 4 6 2 12 
13,16,0.194746,4,Cluster,1760.045085,0 1 9 10 5 7 11 8 3 4 6 2 12 
15,2,16.438958,1,Cluster,1878.128785,0 1 9 10 5 7 11 8 3 4 6 2 12 13 14 
15,7,10.613738,64,Cluster,1878.128785,0 1 9 10 5 7 11 8 3 4 6 2 12 13 14 
13,32,0.844172,4,Cluster,1760.045085,0 1 9 10 5 7 11 8 3 4 6 2 12 
16,7,149.754414,2,Cluster,1878.164442,0 14 13 12 2 6 4 3 8 11 7 15 5 10 9 1 
13,64,0.278450,4,Cluster,1760.045085,0 1 9 10 5 7 11 8 3 4 6 2 12 
15,3,16.240634,1,Cluster,1878.128785,0 1 9 10 5 7 11 8 3 4 6 2 12 13 14 
16,4,32.635155,32,Cluster,1878.164442,0 14 13 12 2 6 4 3 8 11 7 15 5 10 9 1 
16,6,157.950761,2,Cluster,1878.164442,0 14 13 12 2 6 4 3 8 11 7 15 5 10 9 1 
14,16,4.652317,2,Cluster,1760.101989,0 1 9 10 5 7 11 8 3 4 6 2 12 13 
14,32,5.186587,2,Cluster,1760.101989,0 1 9 10 5 7 11 8 3 4 6 2 12 13 
14,9,9.571476,2,Cluster,1760.101989,0 1 9 10 5 7 11 8 3 4 6 2 12 13 
14,8,11.431282,2,Cluster,1760.101989,0 1 9 10 5 7 11 8 3 4 6 2 12 13 
15,5,23.957562,1,Cluster,1878.128785,0 1 9 10 5 7 11 8 3 4 6 2 12 13 14 
15,8,12.754029,64,Cluster,1878.128785,0 1 9 10 5 7 11 8 3 4 6 2 12 13 14 
14,10,10.585515,2,Cluster,1760.101989,0 1 9 10 5 7 11 8 3 4 6 2 12 13 
16,5,33.095966,32,Cluster,1878.164442,0 14 13 12 2 6 4 3 8 11 7 15 5 10 9 1 
14,64,6.506017,2,Cluster,1760.101989,0 1 9 10 5 7 11 8 3 4 6 2 12 13 
15,1,7.450800,2,Cluster,1878.128785,0 14 13 12 2 6 4 3 8 11 7 5 10 9 1 
